2015 Order,2008 Order,2004Order,Name,Company,2008Cat,2008CatName,2008Sub,2008SubName,2015 Cat,2015CatName,2015 Sub,2015SubName,2015 Sort,Date,Source
1,5,2,Bud Light,Budweiser,01,Light Lager,A,Light American Lager,1,Standard American Beer,A,American Light Lager,1,2004,CLASSIC
2,6,3,Coors Light,Coors,01,Light Lager,A,Light American Lager,1,Standard American Beer,A,American Light Lager,2,2004,CLASSIC
3,ADD,,Keystone Light,Keystone,,,,,1,Standard American Beer,A,American Light Lager,3,2015,CLASSIC
4,ADD,,Michelob Light,Michelob,,,,,1,Standard American Beer,A,American Light Lager,4,2015,CLASSIC
5,4,1,Miller Lite,Miller,01,Light Lager,A,Light American Lager,1,Standard American Beer,A,American Light Lager,5,2004,CLASSIC
6,8,ADD,Old Milwaukee Light,Joseph Schlitz,01,Light Lager,A,Light American Lager,1,Standard American Beer,A,American Light Lager,6,2008,CLASSIC
7,12,6,Budweiser,Budweiser,01,Light Lager,B,Standard American Lager,1,Standard American Beer,B,American Lager,1,2004,CLASSIC
8,18,ADD,Coors Original,Coors,01,Light Lager,B,Standard American Lager,1,Standard American Beer,B,American Lager,2,2008,CLASSIC
9,15,ADD,Grain Belt Premium Lager,August Schell's,01,Light Lager,B,Premium American Lager,1,Standard American Beer,B,American Lager,3,2008,CLASSIC
10,11,5,Miller High Life,Miller,01,Light Lager,B,Standard American Lager,1,Standard American Beer,B,American Lager,4,2004,CLASSIC
11,10,ADD,Pabst Blue Ribbon,Pabst,01,Light Lager,B,Standard American Lager,1,Standard American Beer,B,American Lager,5,2008,CLASSIC
12,ADD,,Special Export,G. Heileman,,,,,1,Standard American Beer,B,American Lager,6,2015,CLASSIC
13,155,115,Genesee Cream Ale,Genesee,06,Light Hybrid Beer,A,Cream Ale,1,Standard American Beer,C,Cream Ale,1,2004,CLASSIC
14,ADD,118,Liebotschaner Cream Ale (Lion Brewery),Lion Brewery,06,Light Hybrid Beer,A,Cream Ale,1,Standard American Beer,C,Cream Ale,2,2004,CLASSIC
15,156,116,Little Kings Cream Ale (Hudepohl),Hudepohl,06,Light Hybrid Beer,A,Cream Ale,1,Standard American Beer,C,Cream Ale,3,2004,CLASSIC
16,160,120,New Glarus Spotted Cow Farmhouse Ale,New Glarus,06,Light Hybrid Beer,A,Cream Ale,1,Standard American Beer,C,Cream Ale,4,2004,CLASSIC
17,ADD,,Old Style,G. Heileman,,,,,1,Standard American Beer,C,Cream Ale,5,2015,CLASSIC
18,159,117,Sleeman Cream Ale,Sleeman,06,Light Hybrid Beer,A,Cream Ale,1,Standard American Beer,C,Cream Ale,6,2004,CLASSIC
19,186,143,Bell's Oberon,Bell's,06,Light Hybrid Beer,D,American Wheat or Rye,1,Standard American Beer,D,American Wheat Beer,1,2004,CLASSIC
20,ADD,,Boulevard Unfiltered Wheat,Boulevard,,,,,1,Standard American Beer,D,American Wheat Beer,2,2015,CLASSIC
21,ADD,,312 Urban Wheat Ale,Goose Island,,,,,1,Standard American Beer,D,American Wheat Beer,3,2015,CLASSIC
22,190,147,Widmer Hefeweizen,Widmer,06,Light Hybrid Beer,D,American Wheat or Rye,1,Standard American Beer,D,American Wheat Beer,4,2004,CLASSIC
23,ADD,,Asahi Super Dry,Asahi,,,,,2,International Lager,A,International Pale Lager,1,2015,CLASSIC
24,26,ADD,Birra Moretti,Heineken,01,Light Lager,C,Premium American Lager,2,International Lager,A,International Pale Lager,2,2008,CLASSIC
25,ADD,9,Corona Extra,Corona,01,Light Lager,B,Standard American Lager,2,International Lager,A,International Pale Lager,3,2004,CLASSIC
26,ADD,,Gold Leaf Lager,Devil's Backbone,,,,,2,International Lager,A,International Pale Lager,4,2015,CLASSIC
27,21,ADD,Full Sail Session Premium Lager,Full Sail,01,Light Lager,C,Premium American Lager,2,International Lager,A,International Pale Lager,5,2008,CLASSIC
28,27,14,Heineken,Heineken,01,Light Lager,C,Premium American Lager,2,International Lager,A,International Pale Lager,6,2004,CLASSIC
29,30,ADD,Red Stripe,Desnoes & Geddes,01,Light Lager,C,Premium American Lager,2,International Lager,A,International Pale Lager,7,2008,CLASSIC
30,31,17,Singha,Singha,01,Light Lager,C,Premium American Lager,2,International Lager,A,International Pale Lager,8,2004,CLASSIC
31,ADD,,Brooklyn Lager,Brooklyn,,,,,2,International Lager,B,International Amber Lager,1,2015,CLASSIC
32,ADD,,Capital Winter Skå,Capital,,,,,2,International Lager,B,International Amber Lager,2,2015,CLASSIC
33,ADD,,Dos Equis Amber,Dos Equis,,,,,2,International Lager,B,International Amber Lager,3,2015,CLASSIC
34,ADD,,Schell's Oktoberfest,August Schell's,,,,,2,International Lager,C,International Amber Lager,4,2015,CLASSIC
35,ADD,,Yuengling Lager,Yuengling,,,,,2,International Lager,C,International Amber Lager,5,2015,CLASSIC
36,91,ADD,Baltika #4,Baltika,04,Dark Lager,A,Dark American Lager,2,International Lager,D,International Dark Lager,1,2008,CLASSIC
37,ADD,,Old Virginia Dark,Devil's Backbone,,,,,2,International Lager,D,International Dark Lager,2,2015,CLASSIC
38,88,66,Dixie Blackened Voodoo Lager,Dixie,04,Dark Lager,A,Dark American Lager,2,International Lager,D,International Dark Lager,3,2004,CLASSIC
39,93,70,Saint Pauli Girl Dark,Saint Pauli Girl,04,Dark Lager,A,Dark American Lager,2,International Lager,D,International Dark Lager,4,2004,CLASSIC
40,90,68,San Miguel Dark,San Miguel,04,Dark Lager,A,Dark American Lager,2,International Lager,D,International Dark Lager,5,2004,CLASSIC
41,ADD,,Session Black Dark Lager,Session,,,,,2,International Lager,D,International Dark Lager,6,2015,CLASSIC
42,89,67,Shiner Bock,Shiner,04,Dark Lager,A,Dark American Lager,2,International Lager,D,International Dark Lager,7,2004,CLASSIC
43,ADD,,Březňák Světlé výčepní pivo,Březňák,,,,,3,Czech Lager,A,Czech Pale Lager,1,2015,CLASSIC
44,ADD,,Notch Session Pils,Notch,,,,,3,Czech Lager,A,Czech Pale Lager,2,2015,CLASSIC
45,ADD,,Pivovar Kout na Šumavě Koutská 10°,Pivovar Kout,,,,,3,Czech Lager,A,Czech Pale Lager,3,2015,CLASSIC
46,ADD,,Únětické pivo 10°,Únětické,,,,,3,Czech Lager,A,Czech Pale Lager,4,2015,CLASSIC
47,ADD,,Bernard Sváteční ležák,Bernard,,,,,3,Czech Lager,B,Czech Premium Pale Lager,1,2015,CLASSIC
48,ADD,,Gambrinus Premium,Gambrinus,,,,,3,Czech Lager,B,Czech Premium Pale Lager,2,2015,CLASSIC
49,ADD,,Kout na Šumavě Koutská 12°,??,,,,,3,Czech Lager,B,Czech Premium Pale Lager,3,2015,CLASSIC
50,60,42,Pilsner Urquell,Pilsner Urquell,02,Pilsner,B,Boehmian Pilsner,3,Czech Lager,B,Czech Premium Pale Lager,4,2004,CLASSIC
51,ADD,,Pivovar Jihlava Ježek 11°,??,,,,,3,Czech Lager,B,Czech Premium Pale Lager,5,2015,CLASSIC
52,ADD,,Primátor Premium,Primátor,,,,,3,Czech Lager,B,Czech Premium Pale Lager,6,2015,CLASSIC
53,ADD,,Únětická 12°,Únětická ,,,,,3,Czech Lager,B,Czech Premium Pale Lager,7,2015,CLASSIC
54,ADD,,Bernard Jantarový ležák,Bernard,,,,,3,Czech Lager,C,Czech Amber Lager,1,2015,CLASSIC
55,ADD,,Pivovar Vysoký Chlumec Démon,??,,,,,3,Czech Lager,C,Czech Amber Lager,2,2015,CLASSIC
56,ADD,,Primátor polotmavý 13°,Primátor,,,,,3,Czech Lager,C,Czech Amber Lager,3,2015,CLASSIC
57,ADD,,Strakonický Dudák Klostermann polotmavý ležák 13°,??,,,,,3,Czech Lager,C,Czech Amber Lager,4,2015,CLASSIC
58,ADD,,Bohemian Brewery Cherny Bock 4%,Bohemian Brewery,,,,,3,Czech Lager,D,Czech Dark Lager,1,2015,CLASSIC
59,ADD,,Budweiser Budvar B:Dark tmavý ležák,Budweiser,,,,,3,Czech Lager,D,Czech Dark Lager,2,2015,CLASSIC
60,ADD,,Devil's Backbone Morana,Devil's Backbone,,,,,3,Czech Lager,D,Czech Dark Lager,3,2015,CLASSIC
61,ADD,,Kout na Šumavě Koutský tmavý speciál 14°,??,,,,,3,Czech Lager,D,Czech Dark Lager,4,2015,CLASSIC
62,ADD,,Notch Černé Pivo,Notch,,,,,3,Czech Lager,D,Czech Dark Lager,5,2015,CLASSIC
63,ADD,,Pivovar Březnice Herold,??,,,,,3,Czech Lager,D,Czech Dark Lager,6,2015,CLASSIC
64,ADD,,U Fleků Flekovský tmavý 13° ležák,??,,,,,3,Czech Lager,D,Czech Dark Lager,7,2015,CLASSIC
65,ADD,23,Augustiner Lagerbier Hell,Augustiner,01,Light Lager,D,Munich Helles,4,Pale Malty European Lager,A,Munich Helles,1,2004,CLASSIC
66,34,ADD,Bürgerbräu Wolznacher Hell Naturtrüb,Bürgerbräu,01,Light Lager,D,Munich Helles,4,Pale Malty European Lager,A,Munich Helles,2,2008,CLASSIC
67,33,18,Hacker-Pschorr Münchner Gold,Hacker-Pschorr,01,Light Lager,D,Munich Helles,4,Pale Malty European Lager,A,Munich Helles,3,2004,CLASSIC
68,ADD,,Löwenbraü Original,Löwenbraü,,,,,4,Pale Malty European Lager,A,Munich Helles,4,2015,CLASSIC
69,36,20,Paulaner Premium Lager,Paulaner,01,Light Lager,D,Munich Helles,4,Pale Malty European Lager,A,Munich Helles,5,2004,CLASSIC
70,37,21,Spaten Premium Lager,Spaten,01,Light Lager,D,Munich Helles,4,Pale Malty European Lager,A,Munich Helles,6,2004,CLASSIC
71,32,24,Weihenstephaner Original,Weihenstephaner,01,Light Lager,D,Munich Helles,4,Pale Malty European Lager,A,Munich Helles,7,2004,CLASSIC
72,ADD,,Augustiner Oktoberfest,Augustiner,,,,,4,Pale Malty European Lager,B,Festbier,1,2015,CLASSIC
73,ADD,,Hacker-Pschorr Superior Festbier,Hacker-Pschorr,,,,,4,Pale Malty European Lager,B,Festbier,2,2015,CLASSIC
74,ADD,,Hofbräu Festbier,Hofbräu,,,,,4,Pale Malty European Lager,B,Festbier,3,2015,CLASSIC
75,ADD,,Löwenbräu Oktoberfestbier,Löwenbräu,,,,,4,Pale Malty European Lager,B,Festbier,4,2015,CLASSIC
76,ADD,,Paulaner Wiesn,Paulaner,,,,,4,Pale Malty European Lager,B,Festbier,5,2015,CLASSIC
77,ADD,,Schönramer Gold,Schönramer,,,,,4,Pale Malty European Lager,B,Festbier,6,2015,CLASSIC
78,ADD,,Weihenstephaner Festbier,Weihenstephaner,,,,,4,Pale Malty European Lager,B,Festbier,7,2015,CLASSIC
79,ADD,,Altenmünster Maibock,Altenmünster,,,,,4,Pale Malty European Lager,C,Helles Bock,1,2015,CLASSIC
80,123,88,Ayinger Maibock,Ayinger,05,Bock,A,Maibock/Helles Bock,4,Pale Malty European Lager,C,Helles Bock,2,2004,CLASSIC
81,126,93,Capital Maibock,Capital,05,Bock,A,Maibock/Helles Bock,4,Pale Malty European Lager,C,Helles Bock,3,2004,CLASSIC
82,ADD,,Blind Tiger Maibock,Blind Tiger,,,,,4,Pale Malty European Lager,C,Helles Bock,4,2015,CLASSIC
83,127,90,Einbecker Mai-Urbock,Einbecker,05,Bock,A,Maibock/Helles Bock,4,Pale Malty European Lager,C,Helles Bock,5,2004,CLASSIC
84,125,89,Hacker-Pschorr Hubertus Bock,Hacker-Pschorr,05,Bock,A,Maibock/Helles Bock,4,Pale Malty European Lager,C,Helles Bock,6,2004,CLASSIC
85,124,ADD,Mahr's Bock,Mahr's,05,Bock,A,Maibock/Helles Bock,4,Pale Malty European Lager,C,Helles Bock,7,2008,CLASSIC
86,ADD,,Beck's Light,Beck's,,,,,5,Pale Bitter European Beer,A,German Leichtbier,1,2015,CLASSIC
87,1,ADD,Bitburger Light,Bitburger,01,Light Lager,A,Light American Lager,5,Pale Bitter European Beer,A,German Leichtbier,2,2008,CLASSIC
88,ADD,,Mahr's Leicht,Mahr's,,,,,5,Pale Bitter European Beer,A,German Leichtbier,3,2015,CLASSIC
89,ADD,,Paulaner Münchner Hell Leicht,Paulaner,,,,,5,Pale Bitter European Beer,A,German Leichtbier,5,2015,CLASSIC
90,ADD,,Paulaner Premium Leicht,Paulaner,,,,,5,Pale Bitter European Beer,A,German Leichtbier,6,2015,CLASSIC
91,ADD,,Früh Kölsch,Früh,,,,,5,Pale Bitter European Beer,B,Kölsch,1,2015,CLASSIC
92,ADD,,Gaffel Kölsch,Gaffel,,,,,5,Pale Bitter European Beer,B,Kölsch,2,2015,CLASSIC
93,ADD,,Mühlen Kölsch,Mühlen,,,,,5,Pale Bitter European Beer,B,Kölsch,3,2015,CLASSIC
94,176,137,Reissdorf Kölsch,Reissdorf,06,Light Hybrid Beer,C,Kolsch,5,Pale Bitter European Beer,B,Kölsch,4,2004,CLASSIC
95,173,134,Sion Kölsch (in Cologne),Sion,06,Light Hybrid Beer,C,Kolsch,5,Pale Bitter European Beer,B,Kölsch,5,2004,CLASSIC
96,ADD,,Sünner Kölsch,Sünner,,,,,5,Pale Bitter European Beer,B,Kölsch,6,2015,CLASSIC
97,ADD,,DAB Origina,DAB,,,,,5,Pale Bitter European Beer,C,German Helles Exportbier,1,2015,CLASSIC
98,41,28,Dortmunder Kronen,Dortmunder Kronen,01,Light Lager,E,Dortmunder Export,5,Pale Bitter European Beer,C,German Helles Exportbier,2,2004,CLASSIC
99,40,27,Dortmunder Union Export,Dortmunder Union,01,Light Lager,E,Dortmunder Export,5,Pale Bitter European Beer,C,German Helles Exportbier,3,2004,CLASSIC
100,48,ADD,Flensburger Gold,Flensburger,01,Light Lager,E,Dortmunder Export,5,Pale Bitter European Beer,C,German Helles Exportbier,4,2008,CLASSIC
101,47,33,Gordon Biersch Golden Export,Gordon Biersch,01,Light Lager,E,Dortmunder Export,5,Pale Bitter European Beer,C,German Helles Exportbier,5,2004,CLASSIC
102,43,30,Great Lakes Dortmunder Gold,Great Lakes,01,Light Lager,E,Dortmunder Export,5,Pale Bitter European Beer,C,German Helles Exportbier,6,2004,CLASSIC
103,ADD,,König Pilsener,König,,,,,5,Pale Bitter European Beer,D,German Pils,1,2015,CLASSIC
104,56,ADD,Left Hand Polestar Pilsner,Left Hand,02,Pilsner,A,German Pilsner,5,Pale Bitter European Beer,D,German Pils,2,2008,CLASSIC
105,ADD,,Paulaner Premium Pils,Paulander,,,,,5,Pale Bitter European Beer,D,German Pils,3,2015,CLASSIC
106,ADD,,Schönramer Pils,Schönramer,,,,,5,Pale Bitter European Beer,D,German Pils,4,2015,CLASSIC
107,ADD,,Stoudt Pils,Stoudt,,,,,5,Pale Bitter European Beer,D,German Pils,5,2015,CLASSIC
108,ADD,,Tröegs Sunshine Pils,Tröegs,,,,,5,Pale Bitter European Beer,D,German Pils,6,2015,CLASSIC
109,52,ADD,Trumer Pils,Trumer,02,Pilsner,A,German Pilsner,5,Pale Bitter European Beer,D,German Pils,7,2008,CLASSIC
110,ADD,,Buergerliches Ur-Saalfelder,Buergerliches,,,,,6,Amber Malty European Lager,A,Märzen,1,2015,CLASSIC
111,79,58,Hacker-Pschorr Original Oktoberfest,Hacker-Pschorr,03,European Amber Lager,B,Oktoberfest/Maerzen,6,Amber Malty European Lager,A,Märzen,2,2004,CLASSIC
112,77,57,Paulaner Oktoberfest,Paulaner,03,European Amber Lager,B,Oktoberfest/Maerzen,6,Amber Malty European Lager,A,Märzen,3,2004,CLASSIC
113,ADD,,Weltenburg Kloster Anno 1050,Weltenburg,,,,,6,Amber Malty European Lager,A,Märzen,4,2015,CLASSIC
114,856,ADD,Eisenbahn Rauchbier,Eisenbahn,22,Smoke Flavored and Wood Aged Beer,A,Classic Rauchbier,6,Amber Malty European Lager,B,Rauchbier,1,2008,CLASSIC
115,855,683,Kaiserdom Rauchbier ,Kaiserdom,22,Smoke Flavored and Wood Aged Beer,A,Classic Rauchbier,6,Amber Malty European Lager,B,Rauchbier,2,2004,CLASSIC
116,854,682,Schlenkerla Rauchbier Märzen,Schlenkerla,22,Smoke Flavored and Wood Aged Beer,A,Classic Rauchbier,6,Amber Malty European Lager,B,Rauchbier,3,2004,CLASSIC
117,ADD,,Spezial Rauchbier Märzen,??,,,,,6,Amber Malty European Lager,B,Rauchbier,4,2015,CLASSIC
118,857,ADD,Victory Scarlet Fire Rauchbier,Victory,22,Smoke Flavored and Wood Aged Beer,A,Classic Rauchbier,6,Amber Malty European Lager,B,Rauchbier,5,2008,CLASSIC
119,134,97,Aass Bock,Aass,05,Bock,B,Traditional Bock,6,Amber Malty European Lager,C,Dunkles Bock,1,2004,CLASSIC
120,132,96,Einbecker Ur-Bock Dunkel,Einbecker,05,Bock,B,Traditional Bock,6,Amber Malty European Lager,C,Dunkles Bock,2,2004,CLASSIC
121,135,98,Great Lakes Rockefeller Bock ,Great Lakes,05,Bock,B,Traditional Bock,6,Amber Malty European Lager,C,Dunkles Bock,3,2004,CLASSIC
122,ADD,,Kneitinger Bock,Kneitinger,,,,,6,Amber Malty European Lager,C,Dunkles Bock,3,2015,CLASSIC
123,ADD,,New Glarus Uff-Da Bock,New Glarus,,,,,6,Amber Malty European Lager,C,Dunkles Bock,5,2015,CLASSIC
124,ADD,,St. Nikolaus Bock,Penn,,,,,6,Amber Malty European Lager,C,Dunkles Bock,6,2015,CLASSIC
125,ADD,,Cuauhtémoc Noche Buena,Cuauhtémoc,,,,,7,Amber Bitter European Beer,A,Vienna Lager,1,2015,CLASSIC
126,ADD,,Chuckanut Vienna Lager,Chuckanut,,,,,7,Amber Bitter European Beer,A,Vienna Lager,2,2015,CLASSIC
127,ADD,,Devil's Backbone Vienna Lager,Devil's Backbone,,,,,7,Amber Bitter European Beer,A,Vienna Lager,3,2015,CLASSIC
128,ADD,,Figueroa Mountain Danish-style Red Lager,Figueroa,,,,,7,Amber Bitter European Beer,A,Vienna Lager,4,2015,CLASSIC
129,ADD,,Cutlass Amber Lager,Heavy Seas,,,,,7,Amber Bitter European Beer,A,Vienna Lager,5,2015,CLASSIC
130,ADD,,Schell's Firebrick,August Schell's,,,,,7,Amber Bitter European Beer,A,Vienna Lager,6,2015,CLASSIC
131,ADD,,Bolten Alt,Bolten,,,,,7,Amber Bitter European Beer,B,Altbier,1,2015,CLASSIC
132,210,166,Diebels Alt,Diebels,07,Amber Hybrid Beer,C,Dusseldorf Altbier,7,Amber Bitter European Beer,B,Altbier,2,2004,CLASSIC
133,207,163,Im Füchschen Alt (in Altstadt),Im Füchschen,07,Amber Hybrid Beer,C,Dusseldorf Altbier,7,Amber Bitter European Beer,B,Altbier,3,2004,CLASSIC
134,209,165,Zum Schlüssel Alt (in Altstadt),Zum Schlüssel,07,Amber Hybrid Beer,C,Dusseldorf Altbier,7,Amber Bitter European Beer,B,Altbier,4,2004,CLASSIC
135,ADD,,Schlösser Alt,Schlösser,,,,,7,Amber Bitter European Beer,B,Altbier,5,2015,CLASSIC
136,208,164,Schumacher Alt (in Altstadt),Schumacher,07,Amber Hybrid Beer,C,Dusseldorf Altbier,7,Amber Bitter European Beer,B,Altbier,6,2004,CLASSIC
137,206,162,Zum Uerige Altbier (in Altstadt),Zum Uerige,07,Amber Hybrid Beer,C,Dusseldorf Altbier,7,Amber Bitter European Beer,B,Altbier,7,2004,CLASSIC
138,ADD,,Paulaner Brauhaus,Paulander,,,,,7,Amber Bitter European Beer,C(1),Pale Kellerbier,1,2015,CLASSIC
139,ADD,,Tegernseer Tal.,Tegernseer,,,,,7,Amber Bitter European Beer,C(1),Pale Kellerbier,2,2015,CLASSIC
140,ADD,,Ayinger Kellerbier,Ayinger,,,,,7,Amber Bitter European Beer,C(1),Pale Kellerbier,3,2015,CLASSIC
141,ADD,,Hacker-Pschorr Munchner Kellerbier Anno 1417,Hacker-Pschorr,,,,,7,Amber Bitter European Beer,C(1),Pale Kellerbier,4,2015,CLASSIC
142,ADD,,Hofbrau Munchner Sommer Naturtrub,Hofbrau,,,,,7,Amber Bitter European Beer,C(1),Pale Kellerbier,5,2015,CLASSIC
143,ADD,,Wolznacher Hell Naturtrüb,Wolznacher,,,,,7,Amber Bitter European Beer,C(1),Pale Kellerbier,6,2015,CLASSIC
144,ADD,,Greif,??,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,1,2015,CLASSIC
145,ADD,,Eichhorn,??,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,2,2015,CLASSIC
146,ADD,,Nederkeller,??,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,3,2015,CLASSIC
147,ADD,,Hebendanz (bottled),??,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,4,2015,CLASSIC
148,ADD,,Buttenheimer Kaiserdom Kellerbier,Buttenheimer,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,5,2015,CLASSIC
149,ADD,,Kulmbacher Mönchshof Kellerbier,Kulmbacher,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,6,2015,CLASSIC
150,ADD,,Leikeim Kellerbier,Leikeim,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,7,2015,CLASSIC
151,ADD,,Löwenbräu Kellerbier,Löwenbräu,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,8,2015,CLASSIC
152,ADD,,Mahr's Kellerbier,Mahr's,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,9,2015,CLASSIC
153,ADD,,St. Georgien Kellerbier,St. Georgien,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,10,2015,CLASSIC
154,ADD,,Tucher Kellerbier Naturtrub,Tucher,,,,,7,Amber Bitter European Beer,C(2),Amber Kellerbier,11,2015,CLASSIC
155,97,73,Ayinger Altbairsch Dunkel,Ayinger,04,Dark Lager,B,Munich Dunkel,8,Dark European Lager,A,Munich Dunkel,1,2004,CLASSIC
156,ADD,,Chuckanut Dunkel Lager,Chuckanut,,,,,8,Dark European Lager,A,Munich Dunkel,1,2015,CLASSIC
157,101,ADD,Ettaler Kloster Dunkel,Klosterbrauerei Ettal,04,Dark Lager,B,Munich Dunkel,8,Dark European Lager,A,Munich Dunkel,3,2008,CLASSIC
158,98,74,Hacker-Pschorr Alt Munich Dark,Hacker-Pschorr,04,Dark Lager,B,Munich Dunkel,8,Dark European Lager,A,Munich Dunkel,4,2004,CLASSIC
159,100,76,Weltenberger Kloster Barock-Dunkel,Weltenberger,04,Dark Lager,B,Munich Dunkel,8,Dark European Lager,A,Munich Dunkel,5,2004,CLASSIC
160,ADD,,Devil's Backbone Schwartz Bier,Devil's Backbone,,,,,8,Dark European Lager,B,Schwarzbier,1,2015,CLASSIC
161,119,84,Einbecker Schwarzbier,Einbecker,04,Dark Lager,C,Schwarzbier (Black Beer),8,Dark European Lager,B,Schwarzbier,2,2004,CLASSIC
162,ADD,,Eisenbahn Dunkel,Eisenbahn,,,,,8,Dark European Lager,B,Schwarzbier,3,2015,CLASSIC
163,114,82,Köstritzer Schwarzbier,Köstritzer,04,Dark Lager,C,Schwarzbier (Black Beer),8,Dark European Lager,B,Schwarzbier,4,2004,CLASSIC
164,115,83,Kulmbacher Mönchshof Premium Schwarzbier,Kulmbacher,04,Dark Lager,C,Schwarzbier (Black Beer),8,Dark European Lager,B,Schwarzbier,5,2004,CLASSIC
165,ADD,,Nuezeller Original Badebier,Nuezeller,,,,,8,Dark European Lager,B,Schwarzbier,6,2015,CLASSIC
166,140,ADD,Andechser Doppelbock Dunkel,Andechser,05,Bock,C,Doppelbock,9,Strong European Beer,A,Doppelbock,1,2008,CLASSIC
167,138,100,Ayinger Celebrator,Ayinger,05,Bock,C,Doppelbock,9,Strong European Beer,A,Doppelbock,2,2004,CLASSIC
168,137,99,Paulaner Salvator,Paulaner,05,Bock,C,Doppelbock,9,Strong European Beer,A,Doppelbock,3,2004,CLASSIC
169,141,101,Spaten Optimator,Spaten,05,Bock,C,Doppelbock,9,Strong European Beer,A,Doppelbock,4,2004,CLASSIC
170,ADD,,Tröegs Troegenator,Tröegs ,,,,,9,Strong European Beer,A,Doppelbock,5,2015,CLASSIC
171,139,104,Weihenstephaner Korbinian,Weihenstephaner,05,Bock,C,Doppelbock,9,Strong European Beer,A,Doppelbock,6,2004,CLASSIC
172,146,107,Eggenberg Urbock 23°,Eggenberg,05,Bock,C,Doppelbock,9,Strong European Beer,A,Doppelbock,7,2004,CLASSIC
173,145,106,EKU 28,EKU,05,Bock,C,Doppelbock,9,Strong European Beer,A,Doppelbock,8,2004,CLASSIC
174,ADD,,Plank Bavarian Heller Doppelbock,Plank,,,,,9,Strong European Beer,A,Doppelbock,9,2015,CLASSIC
175,150,111,Kulmbacher Reichelbräu Eisbock,Kulmbacher,05,Bock,D,Eisbock,9,Strong European Beer,B,Eisbock,1,2004,CLASSIC
176,381,308,Aldaris Porteris (Latvia),Aldaris,12,Porter,C,Baltic Porter,9,Strong European Beer,C,Baltic Porter,1,2004,CLASSIC
177,379,305,Baltika #6 Porter (Russia),Baltika,12,Porter,C,Baltic Porter,9,Strong European Beer,C,Baltic Porter,2,2004,CLASSIC
178,ADD,,Devils Backbone Danzig,Devils Backbone,,,,,9,Strong European Beer,C,Baltic Porter,3,2015,CLASSIC
179,377,ADD,Okocim Porter (Poland),Okocim,12,Porter,C,Baltic Porter,9,Strong European Beer,C,Baltic Porter,4,2008,CLASSIC
180,376,303,Sinebrychoff Porter (Finland),Sinebrychoff,12,Porter,C,Baltic Porter,9,Strong European Beer,C,Baltic Porter,5,2004,CLASSIC
181,378,304,Zywiec Porter (Poland),Zywiec,12,Porter,C,Baltic Porter,9,Strong European Beer,C,Baltic Porter,6,2004,CLASSIC
182,497,ADD,Ayinger Bräu Weisse,Ayinger,15,German Wheat and Rye Beer,A,Weizen/Weissbier,10,German Wheat Beer,A,Weissbier,1,2008,CLASSIC
183,495,401,Hacker-Pschorr Weisse,Hacker-Pschorr,15,German Wheat and Rye Beer,A,Weizen/Weissbier,10,German Wheat Beer,A,Weissbier,2,2004,CLASSIC
184,ADD,,Paulaner Hefe-Weizen Naturtrüb,Paulaner,,,,,10,German Wheat Beer,A,Weissbier,3,2015,CLASSIC
185,ADD,,Schneider Weisse Unser Original,Schneider,,,,,10,German Wheat Beer,A,Weissbier,4,2015,CLASSIC
186,492,ADD,Weihenstephaner Hefeweissbier,Weihenstephaner,15,German Wheat and Rye Beer,A,Weizen/Weissbier,10,German Wheat Beer,A,Weissbier,5,2008,CLASSIC
187,507,412,Ayinger Ur-Weisse,Ayinger,15,German Wheat and Rye Beer,B,Dunkelweizen,10,German Wheat Beer,B,Dunkles Weissbier,1,2004,CLASSIC
188,510,ADD,Ettaler Weissbier Dunkel,Ettaler,15,German Wheat and Rye Beer,B,Dunkelweizen,10,German Wheat Beer,B,Dunkles Weissbier,2,2008,CLASSIC
189,508,409,Franziskaner Hefe-Weisse Dunkel,Franziskaner,15,German Wheat and Rye Beer,B,Dunkelweizen,10,German Wheat Beer,B,Dunkles Weissbier,3,2004,CLASSIC
190,511,410,Hacker-Pschorr Weisse Dark,Hacker-Pschorr,15,German Wheat and Rye Beer,B,Dunkelweizen,10,German Wheat Beer,B,Dunkles Weissbier,4,2004,CLASSIC
191,512,411,Tucher Dunkles Hefe Weizen,Tucher,15,German Wheat and Rye Beer,B,Dunkelweizen,10,German Wheat Beer,B,Dunkles Weissbier,5,2004,CLASSIC
192,506,ADD,Weihenstephaner Hefeweissbier Dunkel,Weihenstephaner,15,German Wheat and Rye Beer,B,Dunkelweizen,10,German Wheat Beer,B,Dunkles Weissbier,6,2008,CLASSIC
193,ADD,,Eisenbahn Weizenbock,Eisenbahn,,,,,10,German Wheat Beer,C,Weizenbock,1,2015,CLASSIC
